"Géographie";"Niveau Géo";"Fréquence";"Mesure du recensement ";"Catégorie de logement";"Lien à la personne de référence du ménage ";"Type de ménage et nombre d'enfants";"Profession et catégorie socioprofessionnelle (PCS)";Période;Valeur
"Wissous";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2011;273,611659
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2011;352
"Verrières-le-Buisson";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2011;426,306428
"Massy";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2011;2880,929271
"Villebon-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Total";"Total";2011;9691,617385
"Verrières-le-Buisson";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2011;762,909466
"Marcoussis";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Femme seule";"Total";2011;420
"Villejust";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2011;72,16037
"Nozay";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2011;3085,188359
"Saint-Aubin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2011;35,793991
"La Ville-du-Bois";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2011;24
"Massy";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2011;6537,846633
"Saint-Aubin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;182,947067
"Les Ulis";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2011;5125,096552
"Linas";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage à une personne";"Total";2011;535,688848
"Verrières-le-Buisson";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;3577,108256
"Longjumeau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;4350,70908
"La Ville-du-Bois";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2011;464
"Saulx-les-Chartreux";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2011;1058,214122
"Saclay";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2011;106,0665
"Orsay";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2011;2344,031727
"Marcoussis";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;1724
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2011;568
"Villejust";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2011;1491,314315
"Marcoussis";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2011;1484
"Villebon-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2011;308,29778
"Villiers-le-Bâcle";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2011;556
"Saulx-les-Chartreux";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2011;494,821117
"Nozay";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2011;4300,073619
"Saulx-les-Chartreux";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;1005,480535
"Nozay";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Total";"Total";2011;4700,467391
"Saulx-les-Chartreux";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2011;12,05593
"Saulx-les-Chartreux";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2011;1278,113008
"Wissous";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2011;674,380842
"Verrières-le-Buisson";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2011;1430,849515
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2011;182,875246
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Agriculteurs";2011;2,910068
"Villiers-le-Bâcle";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Homme seul";"Total";2011;44
"Longjumeau";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2011;2861,223508
"Igny";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Total";"Ménage à une personne";"Total";2011;1142,069112
"Igny";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Artisans, commerçants et chefs d’entreprise";2011;575,195123
"Épinay-sur-Orge";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2011;845,042013
"Gif-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2011;3180,185507
"Ballainvilliers";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2011;348
"Bures-sur-Yvette";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2011;4071,430794
"Chilly-Mazarin";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Professions intermédiaires";2011;4318,734579
"Chilly-Mazarin";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2011;1178,108489
"Gometz-le-Châtel";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Employés";2011;56,738595
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Personne référence du ménage";"Total";"Ouvriers";2011;206,337096
"Épinay-sur-Orge";"Commune";"Annuel";"Population des ménages";"Résidences principales";"Personne référence du ménage";"Total";"Cadres et professions intellectuelles supérieures";2011;2487,391577
"Épinay-sur-Orge";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Total";"Total";2011;3937,184221
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2011;2121,211582
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Total";"Total";2011;2976
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;3120,376158
"Igny";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2011;62,328837
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2011;237,482318
"Montlhéry";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2011;68,356624
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2011;8142,163813
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2011;132,367193
"Saulx-les-Chartreux";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2011;1470,163988
"Wissous";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;678,354433
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2011;3778,987588
"Les Ulis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2011;2657,069535
"Villebon-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2011;577,070203
"Wissous";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2011;709,363562
"Nozay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;378,372104
"Ballainvilliers";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2011;1052
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2011;15,572611
"Bures-sur-Yvette";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2011;377,352478
"Marcoussis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;840
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2011;1602,159395
"Orsay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2011;1077,733802
"Nozay";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2011;158,899437
"Les Ulis";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Total";"Total";2011;9270,424592
"Verrières-le-Buisson";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2011;538,91955
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale monoparentale";"Total";2011;97,328819
"Longjumeau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2011;222,954023
"Villejust";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2011;20,044547
"Wissous";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage sans famille à plusieurs personnes";"Total";2011;61,584733
"Ballainvilliers";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2011;604
"Wissous";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage comprenant une famille";"Total";2011;1777,418852
"Verrières-le-Buisson";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Femme seule";"Total";2011;989,766182
"Palaiseau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Ménage à une personne";"Total";2011;3723,370976
"Villiers-le-Bâcle";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple sans enfants";"Total";2011;128
"Champlan";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Famille principale couple avec enfants";"Total";2011;362,063205
"Longjumeau";"Commune";"Annuel";"Logements";"Résidences principales";"Total";"Homme seul";"Total";2011;1167,242085
