"Géographie";"Niveau Géo";"Mesure démographie entreprises et établissements";"Activité économique";"Fréquence";Période;Valeur
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;56
"Linas";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;701
"Igny";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;78
"Champlan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;25
"Linas";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;124
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;182
"Ballainvilliers";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2023;39
"Ballainvilliers";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;55
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;167
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;487
"Linas";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;29
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;154
"Champlan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;18
"Champlan";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;397
"Linas";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;125
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2023;88
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;40
"Igny";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;31
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;21
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;81
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;48
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;18
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;39
"Linas";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;71
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2023;535
"Bures-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;43
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;196
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2023;343
"Igny";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;228
"Ballainvilliers";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;21
"Ballainvilliers";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;15
"Ballainvilliers";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;17
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;8
"Linas";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2023;206
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;56
"Ballainvilliers";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;33
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;61
"Épinay-sur-Orge";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;29
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;19
"Champlan";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;25
"Linas";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;38
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;29
"Gometz-le-Châtel";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2023;39
"Ballainvilliers";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;400
"Chilly-Mazarin";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;49
"Champlan";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2023;23
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;59
"Gif-sur-Yvette";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;191
"Champlan";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;77
"Igny";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2023;106
"Igny";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;36
"Palaiseau";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;126
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;32
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2023;17
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;12
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;136
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;130
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;106
"Saclay";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;16
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;629
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;16
"Vauhallan";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;10
"Saint-Aubin";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;36
"Vauhallan";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;4
"Les Ulis";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;62
"Saclay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;92
"Montlhéry";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;38
"Villejust";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;20
"Massy";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;4338
"Massy";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;515
"Longjumeau";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;138
"Marcoussis";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;35
"Longjumeau";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;38
"Villejust";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2023;27
"Les Ulis";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;114
"Verrières-le-Buisson";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;109
"Vauhallan";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;18
"Nozay";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;32
"Palaiseau";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;216
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2023;430
"Villejust";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;109
"Les Ulis";"Commune";"Nombre d'établissements";"Construction";"Annuel";2023;131
"Nozay";"Commune";"Nombre d'établissements";"Autres activités de services";"Annuel";2023;28
"Saulx-les-Chartreux";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;592
"Marcoussis";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;149
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;56
"Villejust";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;417
"La Ville-du-Bois";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2023;232
"Wissous";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;909
"Longjumeau";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;101
"Vauhallan";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;14
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Activités immobilières";"Annuel";2023;6
"Wissous";"Commune";"Nombre d'établissements";"Administration publique, enseignement, santé humaine et action sociale";"Annuel";2023;68
"Saint-Aubin";"Commune";"Nombre d'établissements";"Commerce de gros et de détail, transports, hébergement et restauration";"Annuel";2023;30
"Marcoussis";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;748
"Orsay";"Commune";"Nombre d'établissements";"Activités spécialisées, scientifiques et techniques et activités de services administratifs et de soutien";"Annuel";2023;408
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;116
"Saint-Aubin";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;7
"Saclay";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;362
"Saint-Aubin";"Commune";"Nombre d'établissements";"Information et communication";"Annuel";2023;10
"Vauhallan";"Commune";"Nombre d'établissements";"Total";"Annuel";2023;175
"Villejust";"Commune";"Nombre d'établissements";"Activités financières et d'assurance";"Annuel";2023;19
"Villiers-le-Bâcle";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;7
"Villebon-sur-Yvette";"Commune";"Nombre d'établissements";"Industrie manufacturière, industries extractives et autres";"Annuel";2023;71
