"Géographie";"Niveau Géo";"Sexe";"Forme d'emploi";"Activité économique des emplois";"Profession et catégorie socioprofessionnelle (PCS)";"Mesure du recensement ";"Fréquence";Période;Valeur
"Palaiseau";"Commune";"Homme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;5,0625
"Bures-sur-Yvette";"Commune";"Homme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;16,03277
"Verrières-le-Buisson";"Commune";"Homme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;42,31639
"Nozay";"Commune";"Femme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;10,98733
"Gif-sur-Yvette";"Commune";"Femme";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;18,26622
"Villiers-le-Bâcle";"Commune";"Femme";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;25,88769
"Saulx-les-Chartreux";"Commune";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;16,32285
"Wissous";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2022;2598,3527
"Saclay";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2022;2256,9984
"Bures-sur-Yvette";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2022;658,03529
"Villiers-le-Bâcle";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2022;98,40273
"Villejust";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2022;605,11068
"Gometz-le-Châtel";"Commune";"Femme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2022;266,03637
"Marcoussis";"Commune";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;11,27862
"Orsay";"Commune";"Homme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;5,1087
"Ballainvilliers";"Commune";"Femme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;21,43391
"Palaiseau";"Commune";"Femme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;4,68232
"Villiers-le-Bâcle";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2022;184,93141
"Ballainvilliers";"Commune";"Femme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;5,00108
"Palaiseau";"Commune";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;11,62566
"Marcoussis";"Commune";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;13,29706
"Verrières-le-Buisson";"Commune";"Femme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;3,60072
"Saclay";"Commune";"Homme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;20,99595
"Vauhallan";"Commune";"Homme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;4,84381
"Igny";"Commune";"Femme";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;11,59316
"Ballainvilliers";"Commune";"Homme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;6,69171
"Saulx-les-Chartreux";"Commune";"Homme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;3,53315
"Villejust";"Commune";"Femme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;17,41753
"Chilly-Mazarin";"Commune";"Femme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;8,1712
"La Ville-du-Bois";"Commune";"Femme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;4,99019
"Épinay-sur-Orge";"Commune";"Homme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;30,64724
"Villejust";"Commune";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;11,73355
"Villiers-le-Bâcle";"Commune";"Femme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;8,35496
"La Ville-du-Bois";"Commune";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;13,1848
"Massy";"Commune";"Homme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;5,56556
"La Ville-du-Bois";"Commune";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;5,00436
"La Ville-du-Bois";"Commune";"Femme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;5,00436
"Massy";"Commune";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;18,16072
"Vauhallan";"Commune";"Femme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;17,30948
"Villiers-le-Bâcle";"Commune";"Femme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;5,02415
"Ballainvilliers";"Commune";"Femme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;8,80058
"Palaiseau";"Commune";"Homme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;10,02732
"Ballainvilliers";"Commune";"Homme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;10,00216
"Igny";"Commune";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;4,44557
"Igny";"Commune";"Homme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;38,35755
"Ballainvilliers";"Commune";"Femme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;10,00216
"La Ville-du-Bois";"Commune";"Femme";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;14,43161
"Ballainvilliers";"Commune";"Femme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;21,29946
"Igny";"Commune";"Homme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;13,13675
"Villiers-le-Bâcle";"Commune";"Homme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;15,15871
"Vauhallan";"Commune";"Homme";"Total";"Total";"Total";"Nombre d’emplois";"Annuel";2022;98,70338
"Marcoussis";"Commune";"Homme";"Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;5,01545
"Vauhallan";"Commune";"Homme";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;27,95766
"Épinay-sur-Orge";"Commune";"Femme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;3,54304
"Vauhallan";"Commune";"Homme";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;3,04439
"Épinay-sur-Orge";"Commune";"Femme";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;2,93301
"Igny";"Commune";"Homme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;3,40602
"Montlhéry";"Commune";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;5,17516
"Montlhéry";"Commune";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;5,17516
"Vauhallan";"Commune";"Femme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;8,32496
"Saint-Aubin";"Commune";"Femme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;5,34075
"Gif-sur-Yvette";"Commune";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;13,70407
"Montlhéry";"Commune";"Homme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;19,41757
"Saclay";"Commune";"Homme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;8,42406
"Épinay-sur-Orge";"Commune";"Femme";"Non Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;5,94417
"Saint-Aubin";"Commune";"Femme";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;20,55023
"Saclay";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;813,39868
"Wissous";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;5772,25654
"Marcoussis";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;999,54816
"Ballainvilliers";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;535,60439
"Orsay";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;4424,29127
"Massy";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;5246,59552
"Les Ulis";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;2286,74452
"Longjumeau";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;3079,74141
"Villebon-sur-Yvette";"Commune";"Total";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;69,37202
"Palaiseau";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;5762,06357
"Les Ulis";"Commune";"Total";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;68,09677
"Longjumeau";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;3042,04655
"Ballainvilliers";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;799,85209
"Massy";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;6006,54266
"Nozay";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;2493,17318
"Villebon-sur-Yvette";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;5367,24361
"Saclay";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;3566,52369
"Champlan";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;300,91191
"Linas";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;178,69954
"Villebon-sur-Yvette";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;1105,17432
"La Ville-du-Bois";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;490,50828
"Palaiseau";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;680,9993
"Marcoussis";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;265,87631
"Igny";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;726,34082
"Verrières-le-Buisson";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;887,78762
"Chilly-Mazarin";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;380,88922
"Longjumeau";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;292,41018
"Ballainvilliers";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;215,98072
"Les Ulis";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;2358,42651
"Gif-sur-Yvette";"Commune";"Total";"Non Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;54,79733
"Les Ulis";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;497,54639
"Villebon-sur-Yvette";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;784,85448
"Villebon-sur-Yvette";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;354,92384
"Saclay";"Commune";"Total";"Non Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;129,72494
"Massy";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;1653,39384
"Gif-sur-Yvette";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;7054,39701
"Chilly-Mazarin";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;6122,17205
"Linas";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;290,78303
"Gometz-le-Châtel";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;99,37272
"Villejust";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;323,49217
"Wissous";"Commune";"Homme";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;4,79881
"Nozay";"Commune";"Homme";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;6,39616
"Marcoussis";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;1535,6381
"Massy";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;19701,75612
"Orsay";"Commune";"Total";"Salariés";"Industrie manufacturière, industries extractives et autres";"Total";"Nombre d’emplois";"Annuel";2022;323,18464
"Wissous";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;998,70372
"Marcoussis";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;310,6773
"Linas";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;752,64142
"Villebon-sur-Yvette";"Commune";"Total";"Non Salariés";"Agriculture, sylviculture et pêche";"Total";"Nombre d’emplois";"Annuel";2022;5,38664
"Orsay";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;310,15583
"Saclay";"Commune";"Total";"Salariés";"Construction";"Total";"Nombre d’emplois";"Annuel";2022;645,05011
"Montlhéry";"Commune";"Total";"Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;1271,96545
"Villebon-sur-Yvette";"Commune";"Total";"Non Salariés";"Administration publique, enseignement, santé humaine et action sociale";"Total";"Nombre d’emplois";"Annuel";2022;90,65856
"Orsay";"Commune";"Total";"Salariés";"Services principalement marchands";"Total";"Nombre d’emplois";"Annuel";2022;4323,52193
